videoId,title,views,url,thumbnail,accessibilityText
fLWUOMwkZWk,samay shikhata he🍂#osho #meditation #peace #travel #nobatidao #nature,219K views,https://www.youtube.com/shorts/fLWUOMwkZWk,https://i.ytimg.com/vi/fLWUOMwkZWk/frame0.jpg,"samay shikhata he🍂#osho #meditation #peace #travel #nobatidao #nature, 219 thousand views - play Short"
INOOTEg-qlQ,Me to Rishikesh❤️#meditation #innerpeace #rishikesh #travel #ganga #mountains #sidhumoosewala,38K views,https://www.youtube.com/shorts/INOOTEg-qlQ,https://i.ytimg.com/vi/INOOTEg-qlQ/frame0.jpg,"Me to Rishikesh❤️#meditation #innerpeace #rishikesh #travel #ganga #mountains #sidhumoosewala, 38 thousand views - play Short"
KfAs8GS8Qfg,kashi ki ghat 😇#meditation #kashi #innerpeace #banaras #travel #motivation #explore #creators,112K views,https://www.youtube.com/shorts/KfAs8GS8Qfg,https://i.ytimg.com/vi/KfAs8GS8Qfg/frame0.jpg,"kashi ki ghat 😇#meditation #kashi #innerpeace #banaras #travel #motivation #explore #creators, 112 thousand views - play Short"
PnQdMipVkZc,life becomes peaceful ☮️ #meditation #innerpeace #travel #nobatidao #nature #try #explore #twice,158K views,https://www.youtube.com/shorts/PnQdMipVkZc,https://i.ytimg.com/vi/PnQdMipVkZc/frame0.jpg,"life becomes peaceful ☮️ #meditation #innerpeace #travel #nobatidao #nature #try #explore #twice, 158 thousand views - play Short"
Xv23yYlq6bQ,💯 better to be alone 🙁 #meditation  #innerpeace  #motivation #upsc  #drishtiias#mecchachameleon#neet,40K views,https://www.youtube.com/shorts/Xv23yYlq6bQ,https://i.ytimg.com/vi/Xv23yYlq6bQ/frame0.jpg,"💯 better to be alone 🙁 #meditation  #innerpeace  #motivation #upsc  #drishtiias#mecchachameleon#neet, 40 thousand views - play Short"
W0_-twYXAD4,osho talks 🌸 #meditation #innerpeace #travel #osho #nobatidao #explore,179K views,https://www.youtube.com/shorts/W0_-twYXAD4,https://i.ytimg.com/vi/W0_-twYXAD4/frame0.jpg,"osho talks 🌸 #meditation #innerpeace #travel #osho #nobatidao #explore, 179 thousand views - play Short"
gHoxBdUtF4E,aese jio 🙂‍↔️ #meditation #innerpeace #travel #motivation #nobatidao #explore #toh #osho,774K views,https://www.youtube.com/shorts/gHoxBdUtF4E,https://i.ytimg.com/vi/gHoxBdUtF4E/frame0.jpg,"aese jio 🙂‍↔️ #meditation #innerpeace #travel #motivation #nobatidao #explore #toh #osho, 774 thousand views - play Short"
OtY_ZKFZgyc,Rishikesh dur nahi he😇#meditation #innerpeace #rishikesh #utrakhand #ganga #explore #travel #boombap,497K views,https://www.youtube.com/shorts/OtY_ZKFZgyc,https://i.ytimg.com/vi/OtY_ZKFZgyc/frame0.jpg,"Rishikesh dur nahi he😇#meditation #innerpeace #rishikesh #utrakhand #ganga #explore #travel #boombap, 497 thousand views - play Short"
WNmjJF8Pl8g,ekant hi sukh❣️#meditation #innerpeace #rishikesh #nobatidao #ganga #viralshorts #travel#subscribers,1.1M views,https://www.youtube.com/shorts/WNmjJF8Pl8g,https://i.ytimg.com/vi/WNmjJF8Pl8g/frame0.jpg,"ekant hi sukh❣️#meditation #innerpeace #rishikesh #nobatidao #ganga #viralshorts #travel#subscribers, 1.1 million views - play Short"
EeVDNVmDPuM,Rishikesh ka sukoon 🤗#meditation #innerpeace #rishikesh #nobatidao #ganga #try #travel,3.2M views,https://www.youtube.com/shorts/EeVDNVmDPuM,https://i.ytimg.com/vi/EeVDNVmDPuM/frame0.jpg,"Rishikesh ka sukoon 🤗#meditation #innerpeace #rishikesh #nobatidao #ganga #try #travel, 3.2 million views - play Short"
OI9a4SSCvnM,Har ak shakhs ko pasand aooge tum 💯 #meditation#innerpeace#ganga#explore#nobatidao#travel#explorenow,83K views,https://www.youtube.com/shorts/OI9a4SSCvnM,https://i.ytimg.com/vi/OI9a4SSCvnM/frame0.jpg,"Har ak shakhs ko pasand aooge tum 💯 #meditation#innerpeace#ganga#explore#nobatidao#travel#explorenow, 83 thousand views - play Short"
NMbEUwOemh4,Peace comes after detachment 🕊#meditation #innerpeace #rishikesh #ganga #nobatidao #travel #endfield,220K views,https://www.youtube.com/shorts/NMbEUwOemh4,https://i.ytimg.com/vi/NMbEUwOemh4/frame0.jpg,"Peace comes after detachment 🕊#meditation #innerpeace #rishikesh #ganga #nobatidao #travel #endfield, 220 thousand views - play Short"
QoncZCpQG6A,jo beet gyi so baat gayi 🖤#meditation  #innerpeace #meditation #travel #explore #nobatidao #reach,58K views,https://www.youtube.com/shorts/QoncZCpQG6A,https://i.ytimg.com/vi/QoncZCpQG6A/frame0.jpg,"jo beet gyi so baat gayi 🖤#meditation  #innerpeace #meditation #travel #explore #nobatidao #reach, 58 thousand views - play Short"
q_FVGa-au9k,💯yadi mansik shanti chahiye to 😌 #innerpeace #meditation#travel#explore #uttarakhand #nobatidao #mtb,947K views,https://www.youtube.com/shorts/q_FVGa-au9k,https://i.ytimg.com/vi/q_FVGa-au9k/frame0.jpg,"💯yadi mansik shanti chahiye to 😌 #innerpeace #meditation#travel#explore #uttarakhand #nobatidao #mtb, 947 thousand views - play Short"
3eDXsR_f6R4,silence is the peace🕊#meditation #innerpeace #rishikesh #ganga #explore #reach #nobatidao #peace,7.1M views,https://www.youtube.com/shorts/3eDXsR_f6R4,https://i.ytimg.com/vi/3eDXsR_f6R4/frame0.jpg,"silence is the peace🕊#meditation #innerpeace #rishikesh #ganga #explore #reach #nobatidao #peace, 7.1 million views - play Short"
G4STLMfTdqs,kaafi ho tum 🥺#explore #travel #innerpeace #banaras #mtb #ganga #cutebabies,31K views,https://www.youtube.com/shorts/G4STLMfTdqs,https://i.ytimg.com/vi/G4STLMfTdqs/frame0.jpg,"kaafi ho tum 🥺#explore #travel #innerpeace #banaras #mtb #ganga #cutebabies, 31 thousand views - play Short"
WRwqG9SgU7E,💯sahena shikho 💪#meditation #innerpeace #himachalpradesh #explore #filtro,65K views,https://www.youtube.com/shorts/WRwqG9SgU7E,https://i.ytimg.com/vi/WRwqG9SgU7E/frame0.jpg,"💯sahena shikho 💪#meditation #innerpeace #himachalpradesh #explore #filtro, 65 thousand views - play Short"
CDkMeE51pzo,💯jine ki tayari 🍂 #meditation #travel #explore #banaras #varanasi #ganga #innerpeace #filtro,1.4M views,https://www.youtube.com/shorts/CDkMeE51pzo,https://i.ytimg.com/vi/CDkMeE51pzo/frame0.jpg,"💯jine ki tayari 🍂 #meditation #travel #explore #banaras #varanasi #ganga #innerpeace #filtro, 1.4 million views - play Short"
J16l6LPmzAk,💯Rishikesh ka drashya ❤️#rishikesh #explore #nobatidao #ganga #meditation #travel #profile,1.1M views,https://www.youtube.com/shorts/J16l6LPmzAk,https://i.ytimg.com/vi/J16l6LPmzAk/frame0.jpg,"💯Rishikesh ka drashya ❤️#rishikesh #explore #nobatidao #ganga #meditation #travel #profile, 1.1 million views - play Short"
U6BUBP2Nd-I,Dharayavan Bano🙏 #meditation #innerpeace #kashi #travel #filtro #premanandjimaharaj,24K views,https://www.youtube.com/shorts/U6BUBP2Nd-I,https://i.ytimg.com/vi/U6BUBP2Nd-I/frame0.jpg,"Dharayavan Bano🙏 #meditation #innerpeace #kashi #travel #filtro #premanandjimaharaj, 24 thousand views - play Short"
V6RNBFHSB2Q,💯ahamiyat jaruri he 💔#osho #meditation #kashi #innerpeace #travel #mtb,5.7M views,https://www.youtube.com/shorts/V6RNBFHSB2Q,https://i.ytimg.com/vi/V6RNBFHSB2Q/frame0.jpg,"💯ahamiyat jaruri he 💔#osho #meditation #kashi #innerpeace #travel #mtb, 5.7 million views - play Short"
UBbNZTeGySY,💯ekant ka sukh 📿 #meditation #travel #rishikesh #ganga #explore #nobatidao #mindfulness #filtro,35K views,https://www.youtube.com/shorts/UBbNZTeGySY,https://i.ytimg.com/vi/UBbNZTeGySY/frame0.jpg,"💯ekant ka sukh 📿 #meditation #travel #rishikesh #ganga #explore #nobatidao #mindfulness #filtro, 35 thousand views - play Short"
4ngkq-1dxj4,💯Ekant me hi shanti hai 📿 #meditation #mindfulness #peace #explore#rishikesh #ganga#nobatidao#travel,12M views,https://www.youtube.com/shorts/4ngkq-1dxj4,https://i.ytimg.com/vi/4ngkq-1dxj4/frame0.jpg,"💯Ekant me hi shanti hai 📿 #meditation #mindfulness #peace #explore#rishikesh #ganga#nobatidao#travel, 12 million views - play Short"
K91K9n7o5h0,💯why not you❓️#motivation #rich #trend #speech #dhurandhar #nobatidao,17K views,https://www.youtube.com/shorts/K91K9n7o5h0,https://i.ytimg.com/vi/K91K9n7o5h0/frame0.jpg,"💯why not you❓️#motivation #rich #trend #speech #dhurandhar #nobatidao, 17 thousand views - play Short"
lbIJ_56JVyM,The last train theory ✨️💯 #travel #train #viral #railway #love #nobatidao #railway #explore,29K views,https://www.youtube.com/shorts/lbIJ_56JVyM,https://i.ytimg.com/vi/lbIJ_56JVyM/frame0.jpg,"The last train theory ✨️💯 #travel #train #viral #railway #love #nobatidao #railway #explore, 29 thousand views - play Short"
QHVtovcNzGg,💯beauty of universe ✨️ 💖 #viral #shorts #therapy,15K views,https://www.youtube.com/shorts/QHVtovcNzGg,https://i.ytimg.com/vi/QHVtovcNzGg/frame0.jpg,"💯beauty of universe ✨️ 💖 #viral #shorts #therapy, 15 thousand views - play Short"
E1TCJF_usoo,"💯There's always a way, you just gotta find it #motivation #success #shorts #vecna",18K views,https://www.youtube.com/shorts/E1TCJF_usoo,https://i.ytimg.com/vi/E1TCJF_usoo/frame0.jpg,"💯There's always a way, you just gotta find it #motivation #success #shorts #vecna, 18 thousand views - play Short"
0JzsRS49p88,💯great speech by peter dinklage #motivation #viral #shorts #trend #flipaclip #vecna,30K views,https://www.youtube.com/shorts/0JzsRS49p88,https://i.ytimg.com/vi/0JzsRS49p88/frame0.jpg,"💯great speech by peter dinklage #motivation #viral #shorts #trend #flipaclip #vecna, 30 thousand views - play Short"
NLEh9Y4SFPg,💯the great Indian empire 💥💢 #motivation #viral #india #war #better #history #facts #vecna,12K views,https://www.youtube.com/shorts/NLEh9Y4SFPg,https://i.ytimg.com/vi/NLEh9Y4SFPg/frame0.jpg,"💯the great Indian empire 💥💢 #motivation #viral #india #war #better #history #facts #vecna, 12 thousand views - play Short"
_AuZ5hJ3rs8,💯four things you need to stop immediately #motivation #thoughts #viral #life #maharashtra #india 💫,21K views,https://www.youtube.com/shorts/_AuZ5hJ3rs8,https://i.ytimg.com/vi/_AuZ5hJ3rs8/frame0.jpg,"💯four things you need to stop immediately #motivation #thoughts #viral #life #maharashtra #india 💫, 21 thousand views - play Short"
hX7Pi9VlYj0,💯understand real version of yourself #vecna #motivation #rich #success #shorts,17K views,https://www.youtube.com/shorts/hX7Pi9VlYj0,https://i.ytimg.com/vi/hX7Pi9VlYj0/frame0.jpg,"💯understand real version of yourself #vecna #motivation #rich #success #shorts, 17 thousand views - play Short"
kpdz29BRvuc,#vecna,12K views,https://www.youtube.com/shorts/kpdz29BRvuc,https://i.ytimg.com/vi/kpdz29BRvuc/frame0.jpg,"#vecna, 12 thousand views - play Short"
VlYrkvU4vfs,"💯Meditation isn't always about sitting with closed eyes, it's about awareness#consiousness",8.8K views,https://www.youtube.com/shorts/VlYrkvU4vfs,https://i.ytimg.com/vi/VlYrkvU4vfs/frame0.jpg,"💯Meditation isn't always about sitting with closed eyes, it's about awareness#consiousness, 8.8 thousand views - play Short"
saUb0jJtT10,#yosho,9.2K views,https://www.youtube.com/shorts/saUb0jJtT10,https://i.ytimg.com/vi/saUb0jJtT10/frame0.jpg,"#yosho, 9.2 thousand views - play Short"
tPaBFfJZcPs,#liriklagu,9.7K views,https://www.youtube.com/shorts/tPaBFfJZcPs,https://i.ytimg.com/vi/tPaBFfJZcPs/frame0.jpg,"#liriklagu, 9.7 thousand views - play Short"
4toiAZRCEcI,✅️“ओवरथिंकिंग क्यों हमें तोड़ देती है? | बुद्ध की सीख” #गौतमबुद्ध #meditationtechniques,9.7K views,https://www.youtube.com/shorts/4toiAZRCEcI,https://i.ytimg.com/vi/4toiAZRCEcI/frame0.jpg,"✅️“ओवरथिंकिंग क्यों हमें तोड़ देती है? | बुद्ध की सीख” #गौतमबुद्ध #meditationtechniques, 9.7 thousand views - play Short"
